,co_owned,southj,centralj,pa1,pa2,wage_st,hrsopen,wage_st2,hrsopen2,emptot,emptot2,nj,pa,bk,kfc,roys,wendys,pmeal,pmeal2,closed
386,1,0,0,0,0,4.87,17.0,5.4,16.0,36.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,4.4700003,3.21,0.0
387,1,0,0,0,0,4.25,17.0,5.05,17.0,21.0,16.5,1.0,0.0,0.0,0.0,1.0,0.0,3.1999998,4.3399997,0.0
388,1,0,0,0,0,4.75,17.0,5.05,17.0,24.5,35.5,1.0,0.0,0.0,0.0,1.0,0.0,3.2399998,3.2199998,0.0
389,1,0,0,0,0,4.87,17.0,5.05,16.0,20.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,3.4299998,3.3899999,0.0
390,1,0,0,0,0,4.5,17.0,5.05,16.0,26.5,23.0,1.0,0.0,0.0,0.0,1.0,0.0,3.32,3.23,0.0
391,0,0,0,0,0,4.25,16.0,5.05,16.0,15.0,22.5,1.0,0.0,0.0,0.0,1.0,0.0,3.1599998,3.2199998,0.0
392,1,0,0,0,0,4.75,16.0,5.05,15.0,19.0,21.5,1.0,0.0,0.0,0.0,1.0,0.0,3.1999998,3.21,0.0
393,1,0,0,0,0,4.32,17.0,5.05,16.0,17.5,12.0,1.0,0.0,0.0,0.0,1.0,0.0,3.1999998,3.1799998,0.0
394,0,0,0,0,0,4.25,16.0,5.05,16.0,20.5,20.5,1.0,0.0,1.0,0.0,0.0,0.0,3.1799998,3.18,0.0
395,0,0,0,0,0,4.5,16.0,5.05,16.0,21.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,3.27,3.17,0.0
396,0,0,1,0,0,4.5,11.0,5.05,11.0,10.5,8.5,1.0,0.0,0.0,1.0,0.0,0.0,4.42,4.84,0.0
397,0,0,0,0,0,4.25,17.0,5.05,17.0,23.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,3.1999998,3.17,0.0
398,0,0,0,0,0,4.25,16.0,5.05,16.0,23.0,21.5,1.0,0.0,1.0,0.0,0.0,0.0,3.12,3.23,0.0
399,0,0,0,0,0,4.25,16.0,5.05,16.0,29.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,2.95,2.9899998,0.0
400,1,0,0,0,0,4.25,16.0,5.05,16.0,21.0,25.5,1.0,0.0,1.0,0.0,0.0,0.0,3.06,3.2,0.0
401,0,0,0,0,0,4.25,15.0,5.05,16.0,41.5,21.5,1.0,0.0,1.0,0.0,0.0,0.0,2.55,2.52,0.0
402,1,0,0,0,0,4.25,11.0,5.05,11.0,12.0,9.5,1.0,0.0,0.0,1.0,0.0,0.0,4.25,4.42,0.0
403,1,0,0,0,0,4.62,13.0,5.05,13.0,33.0,36.5,1.0,0.0,0.0,1.0,0.0,0.0,4.25,4.21,0.0
404,0,0,0,0,0,4.75,11.0,5.05,11.0,6.5,16.0,1.0,0.0,0.0,1.0,0.0,0.0,4.25,4.17,0.0
405,1,0,0,0,0,4.95,12.0,5.25,11.0,9.0,23.75,1.0,0.0,0.0,1.0,0.0,0.0,4.25,4.21,0.0
406,1,0,0,0,0,4.75,11.0,5.25,14.0,9.75,17.5,1.0,0.0,0.0,1.0,0.0,0.0,4.25,4.31,0.0
407,1,0,0,0,0,4.25,19.0,5.05,18.0,24.5,20.5,1.0,0.0,0.0,0.0,1.0,0.0,3.2599998,3.21,0.0
408,0,0,0,0,0,4.75,12.5,5.05,12.5,14.0,20.5,1.0,0.0,0.0,0.0,0.0,1.0,4.0699997,4.27,0.0
409,0,0,0,0,0,4.62,12.5,5.14,12.5,19.5,25.0,1.0,0.0,0.0,0.0,0.0,1.0,3.1,4.0499997,0.0
